label,query,title,url,snippet,kind,tavily_rank,tavily_score,notes
0,IISD CMI National Sustainability Awards nominations,The IISD-CMI National Sustainability Awards 2024 recognize Outstanding Contributions made by Individuals and Institutions in Promoting Sustainability and Decarbonization Efforts. The Awards span… | Simi Mishra,https://linkedin.com/posts/simi-mishra_the-iisd-cminational-sustainability-awards-activity-7258849799666348032-9yAs,"𝐍𝐨𝐦𝐢𝐧𝐚𝐭𝐞 𝐍𝐨𝐰 The Nomination is 𝐅𝐫𝐞𝐞, an Individual / Institution can be Nominated, requiring 3 Letters of Recommendations from Distinguished Personalities of the Field, a PPT of 11 Slides on Achievements, Award Justification, and Profile Details. Apply at      𝐀𝐛𝐨𝐮𝐭 𝐭𝐡𝐞 𝐆𝐒𝐒 '24 IISD-CMI are Reputed ",known,1,0.8743,social media
2,IISD CMI National Sustainability Awards nominations,"National Sustainability Awards, 2026 – GSS 2026",https://gss2026.iisdindia.in/awards,#### 21-feb-2026  NOMINATION START DATE  #### 07-sep-2026  NOMINATION END DATE  #### 10-Sep-2026  AWARD ANNOUNCEMENT DATE  \by Midnight (11:59 PM)  I’ve Locked the Spot for The GSS 2026 — have You ?  Big Ideas. Influential Voices. Real Impact. This is Where it all Comes Together.  Don’t Wait— Regist,known,2,0.8605,confirmed real entry page
1,IISD CMI National Sustainability Awards nominations,IISD | SCP Awards,https://iisdindia.in/scp_awards.php,1    Sarata Chandra Panigrahi Memorial National Award for Extraordinary    Contributions on Social Sustainability        2    Sarata Chandra Panigrahi Memorial National Award for Extraordinary     Contributions on Environmental Sustainability        3    Sarata Chandra Panigrahi Memorial National Aw,known,3,0.7225,"same root domain, different award listing"
0,IISD CMI National Sustainability Awards nominations,Down to Earth receives the Best Magazine for Contribution to Sustainability,https://cseindia.org/down-to-earth-receives-the-best-magazine-for-contribution-to-sustainability-11795,Down to Earth has received the Best Magazine for Contribution to Sustainability. The IISD-CMI National Sustainability Awards was presented on 20th July 2023 to recognize and honor Down to Earth for its Outstanding Contributions toward leading India on the path of Sustainability and Decarbonization.,known,4,0.708,third-party coverage of past ceremony
0,IISD CMI National Sustainability Awards nominations,IISD-CMI is organizing the Global Sustainability Summit (GSS) 2023 ...,https://facebook.com/iisdindia/posts/iisd-cmi-is-organizing-the-global-sustainability-summit-gss-2023-on-20th-july-20/579097717738041,"Plus, the IISD-CMI National Sustainability Awards to recognize people and institutions, who have contributed to various facets of Sustainability",known,5,0.7021,social media
0,IISD CMI National Sustainability Awards nominations,NSE india Deshi Dhakad Sustainability Awards 2026 - Facebook,https://facebook.com/officialprashantpal/posts/nse-india-deshi-dhakad-sustainability-awards-2026/10236554637394543,"Plus, the IISD-CMI National Sustainability Awards to recognize ... 2024 NSW Environmental Education Awards Nominate someone doing",known,6,0.668,social media
2,IISD CMI National Sustainability Awards nominations,How to enter // National Sustainability Awards,https://nationalsustainabilityawards.co.uk/enter.php,"Choose your categories    There are 23 categories to choose from. You can enter as many categories as you like, submitting each entry separately via the online form. Visit the categories page to read the criteria.  Write a brief company profile    Tell us about your organisation in 150 words or less",known,7,0.6145,"UK, real entry page, 23 categories"
0,IISD CMI National Sustainability Awards nominations,Indian Institute of Sustainable Development (IISD) on X,https://x.com/SustainInstitut/status/1679410571115134977,"IISD-CMI National Sustainability Awards! Log in or sign up for X See what's happening and join the conversation. Inclusive, Equitable,",known,8,0.4794,social media
1,IISD CMI National Sustainability Awards nominations,CARBON MINUS India (CMI),https://carbonminus.org/iisd.html,"## Indian Institute of Sustainable Development (IISD)  Carbon Minus India (CMI) is an Indian Institute of Sustainable Development (IISD) initiative, committed to reduce Green House Gases (GHGs) Emission, there by saving the Earth from the Global Warming and Other adverse impact of the Climate Change",known,9,0.4417,"CMI's own site, right org, not the entry page"
0,IISD CMI National Sustainability Awards nominations,Sustainability Carnival 2026 — India's Premier CSR & Eco-Innovation Event,https://icsf.in/,"Head CSR – OakNorth Bank  ### Antony Nellisery  Vice President – Sterlite Power  ### Suvarna Raj  Para-Athlete, National Awardee   Director – Sugamya A&I  ### Dr. Sashikant Bhende  General Manager – Mosaic India  ### Dr. Barada Prasad Panigrahy  CEO – SSU Incubation Centre  ### Ravi Agarwal  Head CS",known,10,0.3748,"different event (Sustainability Carnival), no clear entry mechanism shown"
0,IISD CMI National Sustainability Awards nominations,IISD wins big in global Think Tank Awards | International Institute for Sustainable Development,https://iisd.org/articles/statement/iisd-wins-big-global-think-tank-awards,"“We have a long history of producing high-quality, impactful work, and these awards are a recognition of the difference an organization like IISD can make,” said acting President and CEO Jane McDonald. “We’re very proud to see our work acknowledged this way, especially by the very high-profile judge",known,11,0.358,"WRONG ORG - Canada-based IISD, name collision only"
0,IISD CMI National Sustainability Awards nominations,IISD Sustainability Certificate Series | International Institute for Sustainable Development,https://iisd.org/events/iisd-sustainability-certificate-series,"|  | Ontario (Canada) | British Columbia (Canada) | Manitoba (Canada) | Quebec (Canada) | Saskatchewan (Canada) |  ---  ---  --- | | Policy Engagement | September 28, 2022, at 4 p.m. | September 28, 2022, at 4 p.m. | September 29, 2022, at 6 p.m. | October 4, 2022, at 4 p.m. | October 4, 2022, at 6 ",known,12,0.3262,"WRONG ORG - Canada-based IISD, name collision only"
0,IISD CMI National Sustainability Awards nominations,International Institute for Sustainable Development,https://iisd.org/,"After years of dedication and advocacy, women are now charting a new course for Belize's small-scale fisheries qith the establishment of Belize’s National Women in Fisheries Association  Success story  July 8, 2026   ### How a National Organic Strategy is Connecting Malagasy Farming to the World  Ne",known,13,0.3209,"WRONG ORG - Canada-based IISD, name collision only"
0,IISD CMI National Sustainability Awards nominations,IISD - Indian Institute of Sustainable Development (@iisdind) • Instagram photos and videos,https://instagram.com/iisdind?hl=en,Log In  Sign Up   635 followers  53 following  IISD - Indian Institute of Sustainable Development  🌏Indian Institute Of Sustainable Development    📍The Global Sustainability Summit'26   🗓30-31 July | New Delhi   GSS'26  GSS 2025  GSS’23  Testinmonials  Campaigns  No Poverty  0 Hunger  Health  Eduact,known,14,0.2042,social media
2,IISD CMI National Sustainability Awards nominations,International Sustainability Awards 2026,https://sawards.com/,Awards Ceremony. 20. OCT. Open for Entries. 19. DEC. Super Early Bird Entry Deadline. 13. FEB. Early Bird Entry Deadline. 27. MAR. Entry Deadline. 13. APR.,known,15,0.1819,"real entry dates shown, internationally branded"
2,IISD CMI National Sustainability Awards nominations,Nomination – GSS 2026,https://gss2026.iisdindia.in/nomination,"Skip to content   on July 24th, 2026.  We Invite you to Nominate an Individual or an Institution, Making  a Significant Impact in Advancing Sustainability and Decarbonization, Whether through Leadership, Innovation, or Dedicated Efforts in Creating a more Sustainable Future. The Nomination will help",known,16,0.1438,confirmed real entry page
2,IISD CMI National Sustainability Awards nominations,21st CII-ITC Sustainability Awards 2026 | Excellence in Sustainable Business,https://sustainabledevelopment.in/wp-content/themes/CII-Sustainable-Development/Awards/template-awards-2026.html,"You want to get strategic insights and identify improvement areas based on comprehensive and rigorous assessment by independent CII-certified Sustainability Assessors.  Positions your organisation as a responsible, future-ready organisation aligned with national and global sustainability standards. ",known,17,0.1227,"21st CII-ITC Sustainability Awards 2026, real awards page"
0,International Council for Circular Economy ACE Awards entry,Ace Awards: Enterprises | India Circular Economy Forum,https://linkedin.com/posts/india-circular-economy-forum_ace-awards-enterprises-activity-7222505435537268736-hB09,"The #ACEAwards is an initiative by International Council for Circular Economy to inspire the workforce dedicated to environment, sustainability and circular economy. We hope this small token of appreciation will lead the path for greater reforms! [...] 𝑨𝑪𝑬 𝑨𝒘𝒂𝒓𝒅𝒔 𝑪𝒆𝒓𝒆𝒎𝒐𝒏𝒚 #𝑰𝑪𝑬𝑭2024 𝑪𝒂𝒕𝒆𝒈𝒐𝒓𝒚: 𝑳𝒂𝒓𝒈𝒆 𝑬",known,1,0.8393,social media
0,International Council for Circular Economy ACE Awards entry,#organisations #institutions #circular #sustainability #awards #icef2026 #policymakers #industryleaders #innovators #academia #globalstakeholders #economy #changemakers #showcase #icef2026 #aceawards… | International Council for Circular Economy,https://linkedin.com/posts/ic-ce_organisations-institutions-circular-activity-7465620622254174209-p4PZ,"11,744 followers  🏆  𝐑𝐞𝐠𝐢𝐬𝐭𝐫𝐚𝐭𝐢𝐨𝐧𝐬 𝐍𝐨𝐰 𝐎𝐩𝐞𝐧 𝐟𝐨𝐫 𝐭𝐡𝐞 𝐀𝐂𝐄 𝐀𝐰𝐚𝐫𝐝𝐬 𝐚𝐭 𝐈𝐂𝐄𝐅2026 ♻️ The ACE Awards – Awards for Circular Excellence, hosted at the India Circular Economy Forum 2026 (ICEF2026), are now inviting applications from #organisations and #institutions leading impactful #circular economy and #sust",known,2,0.8156,social media
0,International Council for Circular Economy ACE Awards entry,Instagram,https://instagram.com/p/DY3qzuBn3Bw,🏆 Registrations Now Open for the ACE Awards at ICEF2026 ♻️      Applications invited from:   ✔️ Enterprises & Corporates   ✔️ MSMEs & Start-ups   ✔️ NGOs & Government Bodies   ✔️ Schools & Educational Institutions   ✔️ Colleges & Universities   ✔️ Research Institutions      🌍 Recognising excellence,known,3,0.7369,social media
1,International Council for Circular Economy ACE Awards entry,ICEF 2026 | Prestigious India Circular Economy Forum | ICCE,https://ic-ce.com/icef-2026,"ACE is open to all organizations of any kind… companies large, small, medium and micro, charities, not-for-profits, social enterprises, NGOs, membership and accreditation organizations and government departments including the Urban Local bodies. We are all about rewarding circular and sustainable pr",known,4,0.6791,"forum/event overview page, not the specific award entry point"
0,International Council for Circular Economy ACE Awards entry,#organisations #institutions #circular #sustainability #awards #icef2026 #policymakers #industryleaders #innovators #academia #globalstakeholders #economy #changemakers #showcase #icef2026 #aceawards… | India Circular Economy Forum,https://linkedin.com/posts/india-circular-economy-forum_organisations-institutions-circular-activity-7465983308766580737-QbIg,"3,586 followers  🏆 𝐑𝐞𝐠𝐢𝐬𝐭𝐫𝐚𝐭𝐢𝐨𝐧𝐬 𝐍𝐨𝐰 𝐎𝐩𝐞𝐧 𝐟𝐨𝐫 𝐭𝐡𝐞 𝐀𝐂𝐄 𝐀𝐰𝐚𝐫𝐝𝐬 𝐚𝐭 𝐈𝐂𝐄𝐅2026 ♻️ The ACE Awards – Awards for Circular Excellence, hosted at the India Circular Economy Forum 2026 (ICEF2026), are now inviting applications from hashtag #organisations and #institutions leading impactful #circular economy and",known,5,0.6432,social media
2,International Council for Circular Economy ACE Awards entry,A' Circular Economy and Waste Reduction Design Award 2027,https://competition.adesignaward.com/ada-category.php?C=148,"##### Roberto Maurizio Paura  Italy, Smart-I Srl  We are delightful to have this experience with A' Design award. It's very prestigious and really proud to be part of it.  We are delightful to have this experience with A' Design award. It's very prestigious and really proud to be part of it.  ##### ",known,6,0.6175,"globally open, on-topic category page"
2,International Council for Circular Economy ACE Awards entry,ACE Awards | ICEF2025 | Enterprise Awards,https://ic-ce.com/icef2026-ace-awards-enterprise,Apply for renowned Awards in Circular Economy · Choose the best suited option that describes your Company/Organization. · Large Enterprise · Medium Enterprise,known,7,0.5214,confirmed real entry page from prior live run
0,International Council for Circular Economy ACE Awards entry,Circular economy awards,https://wbcirculareconomy.com/circular-economy-awards,"### Why should you apply?  ### Benefits for finalists and winners   Reflect on your achievements, results, and refine your communication by going through the entry process.   The process of applying can motivate your team and stakeholders to see the benefits of the organisation’s circularity efforts",known,8,0.5174,wrong geography - Western Balkans
2,International Council for Circular Economy ACE Awards entry,Circular Economy Awards,https://circularityawards.com/,"Participate in the Circular Economy Awards to:   Gain recognition for your achievements,  Get noticeable Circular Economy mark to reinforce marketing image as a circularity leader,  Share your Best Practices at Circular Economy Forum,  Receive actionable Feedback Report, compiled by Assessors and Ju",known,9,0.4847,"real entry mechanism, globally open, fee-based but not excluded by rubric"
0,International Council for Circular Economy ACE Awards entry,[PDF] CE Awards general info,https://wbcirculareconomy.com/wp-content/uploads/2025/08/CE-Awards-general-info-4-1.pdf,"Each category application consists of several sections that represent different criteria such as integration of circular economy principles, measurable outcomes, demonstrated leadership and similar. At the end of the application you have the option to submit supporting material in the form of docume",known,10,0.4484,wrong geography - Western Balkans
0,International Council for Circular Economy ACE Awards entry,"Circular Economy Courses, Training & Certification | CEA",https://circulareconomyalliance.com/,"\The LearnX® Awards are an international and professional awards program that recognizes multiple fields of learning and talent development throughout the corporate, education, public, and not-for-profit sectors worldwide.  Why choose us  Choose CEA for globally recognized certifications, expert tra",known,11,0.2694,"membership/academic network, not an enterable award"
0,International Council for Circular Economy ACE Awards entry,International Council for Circular Economy | Climate & Clean Air Coalition,https://ccacoalition.org/partners/international-council-circular-economy,"## Breadcrumb  ICCE, the International Council for Circular Economy, stands as the premier and largest international network for professionals, corporates, and organizations engaged in advancing the Circular Economy. With a resolute mission, ICCE is dedicated to expediting the transition to a restor",known,12,0.2615,"partner directory listing, not an entry page"
0,International Council for Circular Economy ACE Awards entry,Academics for Circular Economy,https://academics-for-ce.org/,Academics for Circular Economy  Academics for Circular Economy   # Join the network for circular economy thinkers and doers  Singing up as an ACE member will unlock updates and opportunities to participate and shape our growing community  # About ACE  Academics for Circular Economy (ACE) is a growin,known,13,0.2404,"membership/academic network, not an enterable award"
0,International Council for Circular Economy ACE Awards entry,Circular Innovation Award Austria - Circular Economy Forum Austria,https://circulareconomyforum.at/en/ciaa,"###   Circular Pioneer:   For courageous pioneers who are the first to break new ground in the circular economy - whether with ground-breaking ideas, unconventional approaches or disruptive solutions. They show how things can be done differently - and set standards.        Social Circular Impact:   ",known,14,0.2213,wrong geography - Austria
0,International Council for Circular Economy ACE Awards entry,Call for Proposals: Advancing Circular Economy (ACE) Facility,https://www2.fundsforngos.org/latest-funds-for-ngos/call-for-proposals-advancing-circular-economy-ace-facility,"Deadline: 20-Sep-2024. The Caribbean Biodiversity Fund (CBF), through its Advancing Circular Economy (ACE) Facility, is seeking applications for projects",known,15,0.1923,wrong geography - Caribbean
0,International Council for Circular Economy ACE Awards entry,Global Circular Economy Forum and Awards Ceremony | European Circular Economy Stakeholder Platform,https://circulareconomy.europa.eu/platform/en/news-and-events/all-events/global-circular-economy-forum-and-awards-ceremony,Home  ## Select your language  # European Circular Economy Stakeholder Platform  ## A joint initiative by the European Commission and the European Economic and Social Committee  ## Main navigation  ## You are here  # Global Circular Economy Forum and Awards Ceremony  Circular economy in action - 2nd,known,16,0.192,"EU platform, likely EU-focused despite 'global' framing - unsure"
0,International Council for Circular Economy ACE Awards entry,Advancing Circular Economy (ACE) Facility's Second Call For Proposals - Caribbean Biodiversity Fund,https://caribbeanbiodiversityfund.org/advancing-circular-economy-ace-facilitys-second-call-for-proposals,"#### Jamaica  Montserrat  #### Montserrat  Saint Lucia  #### Saint Lucia  St. Vincent and the Grenadines  #### St. Vincent and the Grenadines  ## How to Apply  A two-step application process will be followed: (i) the submission of Concept Notes, and (ii)   applicants with selected Concept Notes will",known,17,0.1616,wrong geography - Caribbean
0,International Council for Circular Economy ACE Awards entry,Navarra Circular Economy Awards 2026: call for students' projects,https://circulareconomy.europa.eu/platform/en/news-and-events/all-news/navarra-circular-economy-awards-2026-call-students-projects,"Innovation and investments  Country  Spain  Awards poster  This call aims to identify final cycle projects, Bachelor’s Final Projects, Degree Final Projects, Master’s Final Projects, doctoral theses or similar, developed by students from universities and vocational training centres across Europe.   ",known,18,0.108,wrong geography (Spain) and wrong entrant (students)
0,International Council for Circular Economy ACE Awards entry,Debongo wins Circular Economy Award,https://business-standard.com/content/press-releases-ani/debongo-wins-circular-economy-award-125081500007_1.html,"Business Standard Notification Icon userprofile Icon Search BS_logo  ## Buzzing :  Sponsored Content  # Debongo wins Circular Economy Award  ##   Tennis player James Blake ""Tennis player James Blake"")  Disclaimer: No Business Standard Journalist was involved in creation of this content  Don't miss t",known,19,0.0982,third-party press coverage of a winner
0,best sustainability awards for companies,Top Sustainability Awards Worldwide | Green City Times,https://greencitytimes.com/top-sustainability-awards-worldwide,## 9 Sustainability Awards to Aim For As a Business  Many well-known organizations are in charge of judging and handing out these prestigious titles. These are the top sustainability awards brands can aim for.   ### 1. ESG & Sustainability Awards  ESG & Sustainability Awards recognize enterprises pr,broad,1,0.8641,listicle/aggregator/editorial roundup
0,best sustainability awards for companies,Top 10: Sustainability Awards | Sustainability Magazine,https://sustainabilitymag.com/top10/top-10-sustainability-awards,"Here, we examine 10 of the world's most prestigious and influential sustainability awards, and highlight some recent winners.  ## 10. The King's Awards for Enterprise  Award founded: 1999    Recent winner: Tridos Bank UK    CEO: Mark Clayton  Triodos Bank finances organic food and farming such as co",broad,2,0.8611,listicle/aggregator/editorial roundup
0,best sustainability awards for companies,International Corporate Social Responsibility CSR Awards,https://awards-list.com/international-business-awards/corporate-social-responsibility-csr-awards,"This is the world’s best list of International Corporate Social Responsibility Awards (International CSR Awards). It includes all the most credible International Sustainability Awards and International Green Awards. Here you can find information to help you enter The Communitas Awards, The Global Go",broad,3,0.8474,listicle/aggregator/editorial roundup
0,best sustainability awards for companies,Top 10 Sustainability Awards for 2026 | Blog | Business Intelligence Group,https://bintelligence.com/blog/top-10-sustainability-awards-for-2026,"Deadline: April 2026    These awards, hosted by Reuters, are among the most globally recognized in sustainability and CSR. They celebrate large organizations that integrate responsible practices into strategy and operations.  ## 4. Edie Sustainability Leaders Awards  Deadline: September 2026    Base",broad,4,0.8412,listicle/aggregator/editorial roundup
2,best sustainability awards for companies,Global Corporate Sustainability Awards (GCSA) | Asia's Leading Sustainability Awards,https://globalcsaward.com/,"GCSA features two award categories: the Sustainability Reporting Award and the Best Practices Award. Winners are selected by a distinguished panel of experts from business, academic institutions, governments, and NGOs worldwide. They are honored at the annual Global Corporate Sustainability Forum (G",broad,5,0.8063,"Asia-inclusive, real categories"
0,best sustainability awards for companies,GUC - ESG Hightlights,https://guc-asic.com/en/esg/glory/1212?category=all,"TCSA Taiwan Corporate Sustainability Award comprehensively evaluates corporate sustainability and ESG performance, aligning with international selection methodologies and various global standards and evaluation criteria. After a rigorous review by over a thousand expert judges, GUC was honored with ",broad,6,0.7681,wrong geography - Taiwan
1,best sustainability awards for companies,edie Awards 2026,https://event.edie.net/awards,CELEBRATING SUSTAINABILITY LEADERSHIP  CONGRATULATIONS TO THE 2026 WINNERS!  MEET THE WINNERS  YEARS CHAMPIONING BOLD & BRILLIANT CLIMATE LEADERSHIP  WINNERS REPRESENTING THE BEST IN CORPORATE SUSTAINABILITY  CEREMONY HOSTED BY THE UK'S MOST  TRUSTED CORPORATE SUSTAINABILITY MEDIA BRAND  Stay in loo,broad,7,0.7407,"right site, this page is past-winners focused"
0,best sustainability awards for companies,SEAL Business Sustainability Awards,https://sealawards.com/,"## Accountability Through Recognition  ###### Our core beliefs maintain that environmental progress requires true leadership, leadership deserves recognition, and recognition is a form of accountability.  ###### The SEAL Business Sustainability Awards honor companies committed to driving true progre",broad,8,0.7305,unsure - geography unconfirmed
2,best sustainability awards for companies,Enter The Business Sustainability Awards,https://bestbusinessawards.co.uk/award_category/sustainability,The Sustainability Awards are your organisation's opportunity to showcase your eco-credentials. Choose from 5 business sustainability categories. Enter now.,broad,9,0.73,"UK, explicit categories and entry"
2,best sustainability awards for companies,World Sustainability Awards,https://events.worldsustainabilityleaders.com/world-sustainability-awards,"Carbon Reduction  Celebrating excellence in shifting to renewable energy, optimising infrastructure and decoupling operations from fossil fuels.      The transition to clean energy is the most significant industrial shift of our time. This award celebrates the leaders who are fundamentally altering ",broad,10,0.7284,"real categories page, no exclusion signal"
0,best sustainability awards for companies,Recognizing the Champions of the Earth | Environmental Awards and Prizes – Geneva Environment Network,https://genevaenvironmentnetwork.org/resources/updates/recognizing-the-champions-of-the-earth-environmental-awards-and-prizes,"### Green Business Award  Presented by Swiss business organizations, the WWF, and the Swiss Confederation, the Green Business Award is Switzerland’s flagship sustainability prize for businesses that combine ecological impact with economic success.  National scouts nominate innovative companies and p",broad,11,0.7051,listicle/aggregator/editorial roundup
2,best sustainability awards for companies,UNIDO ONE World Sustainability Awards | UNIDO,https://unido.org/oneworld-sustainability-awards,"## YOUR STAGE  Join our global community of visionary companies. Each year, the ONE World Sustainability Awards present market-ready solutions before UN Member States, CEOs, investors, policymakers, and leading experts, offering finalists unparalleled international visibility and direct access to in",broad,12,0.662,"UN agency, globally open"
0,best sustainability awards for companies,List of environmental awards - Wikipedia,https://en.wikipedia.org/wiki/List_of_environmental_awards,"| Saudi Arabia | Prince Sultan bin Abdulaziz International Prize for Water | Prince Sultan Research Center for Environment, Water and Desert | Outstanding scientific contributions related to surface water, ground water, alternative (non-traditional) water resources, and water conservation | | Singap",broad,13,0.6175,listicle/aggregator/editorial roundup
2,best sustainability awards for companies,Home - Global Sustainability Awards 2026 - Reuters Events,https://events.reutersevents.com/sustainable-business/sustainability-awards,"that exhibits the qualities in its specific description.  _Professional Experience & Achievement_  To evaluate the entrants’ expertise and professional background and necessary skillsets.  _Leadership_  To evaluate the entrants’ unique commitment, passion and contribution to the global energy system",broad,14,0.3258,real entry criteria described
0,list of environmental grants and funding opportunities,"Funding opportunities for environmental initiatives at federal, state, and municipal levels",https://chicagowilderness.org/page/fundingopportunities,Funding Database  National Wildlife Foundation Nature-based Solutions Grants  NRCS Conservation Innovation Grants  River Network Community-Led Research (CLR) Projects and Leadership Development (LD) Programs  Urban Waters Funding Sources Tracking Spreadsheet  US Department of Energy Efficiency and R,broad,1,0.8077,wrong geography (US) or generic directory
0,list of environmental grants and funding opportunities,Regional Funding Opportunities - Cornell Lab of Ornithology,https://birds.cornell.edu/landtrust/regional-funding-opportunities,"Onion Foundation: Offers environmental grants for organizations that promote environmental stewardship and education, climate adaption, outdoor recreation, and scientific research.   Location: Maine  RFP Date: March 9 and October 5  Amount: Between $5,000 and $20,000  PPL Foundation’s Empowering Com",broad,2,0.7875,wrong geography (US) or generic directory
0,list of environmental grants and funding opportunities,Funding Opportunities - Clean Cities and Communities,https://cleancities.energy.gov/funding-opportunities,"Diesel Emissions Reduction Act (DERA) Funding: The U.S. Environmental Protection Agency (EPA) provides funding for emissions and idle reduction devices, vehicle replacements, and alternative fuel options and other strategies that reduce diesel emissions.  Grants and Funding Opportunities: EPA provid",broad,3,0.7825,wrong geography (US) or generic directory
0,list of environmental grants and funding opportunities,Funding Opportunities and Resources – Environmental Protection Network,https://environmentalprotectionnetwork.org/funding-resources,"The Southeast Sustainability Directors Network (SSDN) created this list of federal funding resources and trackers to help community-based organizations, NGOs, and local governments identify the broad array of available support. In addition, SSDN has created a live-updated database of federal funding",broad,4,0.7765,wrong geography (US) or generic directory
0,list of environmental grants and funding opportunities,Grant Applications - NYSDEC,https://dec.ny.gov/get-involved/grant-applications,### Environmental Justice Grants  Funding for community-based research and education projects that address multiple environmental harms and risks.  | Program Name | Eligible Parties | Deadline | Awarded By |  ---  --- | | Environmental Justice Community Impact Grant | NFP | Closed | DEC | | Disadvan,broad,5,0.7481,wrong geography (US) or generic directory
0,list of environmental grants and funding opportunities,Grants for Environment in Texas,https://texas.thegrantportal.com/environment,"##   ##   ##   # 590 Texas Grants for Environment  The Grant Portal offers environmental grants from government agencies, private foundations, nonprofits, and corporate initiatives. These funding opportunities support projects that address environmental challenges, conserve natural resources, promot",broad,6,0.7391,wrong geography (US) or generic directory
0,list of environmental grants and funding opportunities,Sustainable Environmental Grants: Educational Project Funding - The Solutions Project,https://thesolutionsproject.org/what-we-do/make-grants/environment,"The Solutions Project’s Sustainability Grants Program funds projects that are concerned with environmental issues. The majority of sustainable grants are organized into topics, and applicants can apply for a variety of projects based on one of the topics listed below:  ### Community Outreach  Projec",broad,7,0.7123,wrong geography (US) or generic directory
0,list of environmental grants and funding opportunities,FedCenter - Grants,https://fedcenter.gov/opportunities/grants,for projects from myriad sources. Find a funding source for your project here.  Bookmark NJ Dept of Environmental Conservation Grants  New Jersey Department of Environmental Protection offers a wide variety of funding opportunities for local governments and other types of organizations to fund numer,broad,8,0.6932,wrong geography (US) or generic directory
0,list of environmental grants and funding opportunities,CalEPA: Loans and Grants | CalEPA,https://calepa.ca.gov/loansgrants,"Skip to Main Content  Home   Share via Facebook   Share via Instagram   Share via LinkedIn   Share via Twitter  Newsroom   Listservs  Contact Us  CalEPA  # Loans and Grants  The California Environmental Protection Agency and its boards, departments, and office offer funding opportunities authorized ",broad,9,0.6586,wrong geography (US) or generic directory
0,list of environmental grants and funding opportunities,Grants | The National Environmental Education Foundation (NEEF),https://neefusa.org/what-we-do/grants/grants,"Funding opportunities vary by partner and program, with specific eligibility requirements outlined in each individual grant opportunity.  What We Fund:   Environmental education and youth engagement  Community service and stewardship projects  Conservation and biodiversity efforts  Access to nature ",broad,10,0.6426,wrong geography (US) or generic directory
0,list of environmental grants and funding opportunities,Environmental Grants - Rose Foundation,https://rosefdn.org/granting/environmental-grants,"Apply by October 8, 2026  ### West Oakland Community Fund  The West Oakland Community Fund supports business and workforce development, education, and environmental projects in West Oakland. The current funding round will focus on Workforce and Business Development, including job training programs t",broad,11,0.6389,wrong geography (US) or generic directory
0,list of environmental grants and funding opportunities,Environmental Conservation Grants | Funding for Sustainability,https://foundationsearch.com/Blog/environmental-conservation.aspx,"Wildlife and Ecosystems: Species extinction rates are accelerating, and ecosystems are collapsing, which in turn affects everything from water purification to carbon sequestration.       The Philanthropic Response Despite the challenges, numerous foundations are actively supporting environmental ini",broad,12,0.5929,wrong geography (US) or generic directory
0,list of environmental grants and funding opportunities,EPA Grants | US EPA,https://epa.gov/grants,"Every year, EPA awards more than $4 billion in funding for grants and other assistance agreements. From small non-profit organizations to large state governments, EPA works to help many visionary organizations achieve their environmental goals. With countless success stories over the years, EPA gran",broad,13,0.5829,wrong geography (US) or generic directory
0,list of environmental grants and funding opportunities,311 Michigan Grants for Environment and Conservation,https://michigan.grantwatch.com/cat/10/environment-and-conservation-grants.html,"Funding supports climate change initiatives, sustainable workplaces and schools, recycling, watershed restoration, and land conservation.",broad,14,0.5801,wrong geography (US) or generic directory
0,list of environmental grants and funding opportunities,294 Illinois Grants for Environment and Conservation,https://illinois.grantwatch.com/cat/10/environment-and-conservation-grants.html,"Grants of up to $40,000 to USA nonprofit organizations for natural resources conservation and management. Applicants are required to submit a letter of inquiry",broad,15,0.457,wrong geography (US) or generic directory
0,list of environmental grants and funding opportunities,Green Funding: Financing Options to Support Your Sustainability Program - Green Business Benchmark°,https://greenbusinessbenchmark.com/archive/green-funding-and-financing,"We’ve launched our next-generation platform!  As we fine-tune the experience, please let us know if you run into any issues by filling out this form. We appreciate your feedback!  Green Business Benchmark Logo  < ALL Resources  # Green Funding: Financing Options to Support Your Sustainability Progra",broad,16,0.4417,wrong geography (US) or generic directory
0,list of environmental grants and funding opportunities,Funding Organizations | Convention on Wetlands Contacts Database,https://contacts.ramsar.org/funding-organizations,"| Arcadia Fund |  | Foundation | Acadia is a charitable fund that supports selected organizations that preserve culture, protect the environment and promote open access. Arcadia offers grants to protect threatened biodiversity and landscapes, trains conservation professionals. The focus is on four a",broad,17,0.368,wrong geography (US) or generic directory
